userId,itemId,rating
22,104074,0.5
169,88744,0.5
261,1326,0.5
347,149354,0.5
347,8814,0.5
490,5313,0.5
490,6702,0.5
492,5872,0.5
559,6250,0.5
36,1975,1.0
36,990,1.0
41,3753,1.0
85,3821,1.0
108,714,1.0
121,6872,1.0
140,105121,1.0
161,4748,1.0
172,485,1.0
232,258,1.0
232,2088,1.0
282,55820,1.0
331,569,1.0
371,648,1.0
371,1393,1.0
463,4814,1.0
467,51255,1.0
496,67295,1.0
502,2332,1.0
564,833,1.0
604,2500,1.0
17,4104,1.5
133,3835,1.5
133,325,1.5
133,4774,1.5
133,27784,1.5
176,140525,1.5
176,133798,1.5
176,93563,1.5
212,63113,1.5
278,133195,1.5
278,136786,1.5
278,27685,1.5
285,144620,1.5
317,5025,1.5
317,432,1.5
317,5136,1.5
317,5961,1.5
432,2625,1.5
432,459,1.5
432,5136,1.5
432,2170,1.5
476,135861,1.5
543,104337,1.5
550,93242,1.5
550,82202,1.5
550,102880,1.5
566,91126,1.5
595,37727,1.5
595,5139,1.5
595,1515,1.5
595,1541,1.5
8,94953,2.0
8,135518,2.0
8,114601,2.0
8,4621,2.0
8,2403,2.0
8,72405,2.0
67,2643,2.0
67,3623,2.0
67,2372,2.0
67,101529,2.0
67,79592,2.0
67,160563,2.0
70,8605,2.0
70,116941,2.0
70,6734,2.0
70,60074,2.0
70,4936,2.0
70,2328,2.0
112,4388,2.0
112,4084,2.0
167,3285,2.0
167,5308,2.0
182,2717,2.0
209,24,2.0
209,5556,2.0
209,1973,2.0
211,19,2.0
221,2012,2.0
226,3269,2.0
236,242,2.0
271,8810,2.0
275,118,2.0
275,65,2.0
275,4980,2.0
275,4636,2.0
275,2263,2.0
275,6554,2.0
275,61250,2.0
302,1779,2.0
302,3623,2.0
341,2006,2.0
341,2121,2.0
344,4558,2.0
344,2167,2.0
344,3393,2.0
347,2746,2.0
347,2141,2.0
347,5755,2.0
348,2302,2.0
348,1544,2.0
348,2504,2.0
355,1393,2.0
367,1722,2.0
382,5401,2.0
386,1020,2.0
410,2860,2.0
432,3484,2.0
432,2279,2.0
432,2733,2.0
432,2014,2.0
432,785,2.0
443,1298,2.0
476,2496,2.0
495,8810,2.0
495,91658,2.0
511,4158,2.0
511,6220,2.0
514,91630,2.0
514,1627,2.0
514,41716,2.0
514,61160,2.0
514,4929,2.0
514,7340,2.0
514,2094,2.0
558,2289,2.0
565,4780,2.0
576,5246,2.0
576,2533,2.0
576,2383,2.0
576,77866,2.0
576,4673,2.0
576,420,2.0
582,2600,2.0
585,3864,2.0
587,2288,2.0
595,2786,2.0
595,575,2.0
595,2306,2.0
596,849,2.0
596,2950,2.0
596,2003,2.0
0,58047,2.5
18,2514,2.5
22,7450,2.5
22,62081,2.5
45,1527,2.5
45,30793,2.5
49,5816,2.5
52,1732,2.5
54,87876,2.5
55,4370,2.5
55,111360,2.5
55,104211,2.5
64,1287,2.5
64,1029,2.5
64,4979,2.5
72,1214,2.5
72,736,2.5
82,3969,2.5
93,33836,2.5
108,1589,2.5
118,61240,2.5
118,3300,2.5
118,3450,2.5
123,5363,2.5
123,38886,2.5
126,7325,2.5
136,2,2.5
154,1498,2.5
154,3868,2.5
166,65230,2.5
174,1975,2.5
174,4299,2.5
190,32289,2.5
199,32298,2.5
201,91128,2.5
201,6534,2.5
201,2167,2.5
207,5523,2.5
226,55768,2.5
232,65802,2.5
240,2077,2.5
240,5956,2.5
246,4638,2.5
248,68319,2.5
248,117107,2.5
248,80727,2.5
251,5804,2.5
256,45720,2.5
256,55269,2.5
256,81845,2.5
260,653,2.5
269,1409,2.5
273,2133,2.5
275,34048,2.5
284,42011,2.5
284,27830,2.5
285,8949,2.5
285,1975,2.5
311,67408,2.5
312,1092,2.5
323,6564,2.5
323,5942,2.5
329,46530,2.5
331,66203,2.5
333,6287,2.5
339,78469,2.5
351,2167,2.5
387,1073,2.5
408,55269,2.5
424,4734,2.5
424,2505,2.5
428,2064,2.5
429,8947,2.5
432,55577,2.5
432,7317,2.5
439,431,2.5
446,440,2.5
446,1275,2.5
455,6535,2.5
455,5679,2.5
461,104913,2.5
476,802,2.5
488,4876,2.5
488,49772,2.5
488,466,2.5
494,101072,2.5
525,3409,2.5
525,3466,2.5
530,4734,2.5
560,7449,2.5
564,8495,2.5
564,48783,2.5
569,104841,2.5
578,410,2.5
578,3273,2.5
580,46335,2.5
583,4545,2.5
583,3740,2.5
583,4700,2.5
602,5151,2.5
2,1304,3.0
5,1283,3.0
11,524,3.0
11,239,3.0
11,410,3.0
12,311,3.0
15,1285,3.0
22,318,3.0
26,1197,3.0
31,2815,3.0
31,2105,3.0
34,1199,3.0
34,42285,3.0
34,4005,3.0
34,4519,3.0
37,3426,3.0
37,3107,3.0
44,3827,3.0
