userId,itemId,rating
4,26614,0.5
8,81591,0.5
9,103801,0.5
11,30749,0.5
11,8464,0.5
13,5066,0.5
13,2392,0.5
14,2798,0.5
14,1726,0.5
19,153,0.5
19,172547,0.5
19,6793,0.5
19,45720,0.5
20,4517,0.5
20,4902,0.5
29,3564,0.5
29,1381,0.5
29,2421,0.5
29,1101,0.5
29,1287,0.5
34,6557,0.5
34,4580,0.5
34,145724,0.5
34,102749,0.5
37,8137,0.5
37,3933,0.5
44,115149,0.5
45,6534,0.5
45,26171,0.5
45,90890,0.5
45,903,0.5
45,76175,0.5
47,2325,0.5
47,149354,0.5
47,71745,0.5
47,109673,0.5
47,3510,0.5
47,4700,0.5
47,91622,0.5
47,138798,0.5
47,4153,0.5
47,74452,0.5
47,55280,0.5
47,80693,0.5
47,74532,0.5
47,128512,0.5
51,5945,0.5
59,1552,0.5
69,139717,0.5
70,2136,0.5
70,6264,0.5
71,7116,0.5
71,253,0.5
73,688,0.5
73,1124,0.5
74,134246,0.5
74,108689,0.5
74,108190,0.5
74,6157,0.5
74,71530,0.5
77,39715,0.5
77,46948,0.5
81,2136,0.5
81,231,0.5
82,6874,0.5
86,8035,0.5
86,8482,0.5
88,4887,0.5
100,6264,0.5
100,5463,0.5
107,1620,0.5
112,74789,0.5
112,56171,0.5
116,5418,0.5
116,6952,0.5
118,720,0.5
118,1093,0.5
120,2136,0.5
120,1127,0.5
123,542,0.5
123,2617,0.5
130,527,0.5
130,2424,0.5
135,4148,0.5
135,46948,0.5
141,54995,0.5
147,2052,0.5
147,59784,0.5
147,49274,0.5
147,8772,0.5
147,3564,0.5
155,589,0.5
161,173145,0.5
161,2378,0.5
161,3623,0.5
161,41285,0.5
162,107013,0.5
163,2006,0.5
163,1327,0.5
163,5943,0.5
163,374,0.5
167,33164,0.5
175,5943,0.5
175,1327,0.5
175,1499,0.5
175,2006,0.5
184,169,0.5
185,8644,0.5
186,762,0.5
209,1250,0.5
214,86911,0.5
232,4158,0.5
232,87520,0.5
237,317,0.5
240,588,0.5
248,86911,0.5
253,33679,0.5
253,86880,0.5
253,7458,0.5
253,7317,0.5
257,4643,0.5
279,173,0.5
286,48877,0.5
286,60397,0.5
286,2985,0.5
286,1327,0.5
288,380,0.5
296,79132,0.5
298,53953,0.5
300,1831,0.5
306,1917,0.5
306,2713,0.5
312,1805,0.5
312,2617,0.5
316,1972,0.5
316,1380,0.5
321,1186,0.5
324,74789,0.5
324,69436,0.5
324,45732,0.5
324,8907,0.5
324,55292,0.5
324,5943,0.5
324,34336,0.5
324,132046,0.5
324,46972,0.5
324,101025,0.5
324,5528,0.5
324,86320,0.5
324,4720,0.5
324,97836,0.5
327,1866,0.5
327,2586,0.5
327,3774,0.5
327,111785,0.5
332,4299,0.5
332,5530,0.5
332,2985,0.5
